District,PM10,PM2.5,Carbon Monoxide,Nitrogen Dioxide,Sulphur Dioxide,Ozone,Dust,Final_AQI,Date
Attock,49.28,29.514999999999997,417.375,10.9575,6.265,84.45,18.7,73.086375,2023-06-22
Attock,48.23854166666666,26.496354166666666,341.7864583333333,12.936979166666667,5.072916666666667,100.34895833333333,29.0625,66.79822916666667,2023-06-23
Attock,57.76666666666667,31.7625,341.25,9.81875,6.0406249999999995,109.46875,34.84375,71.27322916666667,2023-06-24
Attock,70.796875,38.004687499999996,290.3177083333333,5.3046875,5.788020833333333,132.03125,48.098958333333336,73.21473958333334,2023-06-25
Attock,44.04270833333334,27.019791666666666,433.4270833333333,14.635937499999999,3.8781250000000003,99.328125,16.630208333333332,74.455859375,2023-06-26
Attock,35.05677083333333,22.110937500000002,308.9739583333333,8.615625,3.2786458333333335,110.50520833333333,12.848958333333334,58.5025,2023-06-27
Attock,38.60208333333333,23.644270833333334,351.5625,14.588020833333333,4.211979166666667,102.83333333333333,16.96875,64.45901041666667,2023-06-28
Attock,45.88333333333333,26.772395833333334,334.21875,12.31875,4.3421875000000005,104.59895833333333,23.921875,65.52382812500001,2023-06-29
Attock,48.854166666666664,27.770833333333332,421.6927083333333,20.599999999999998,4.080729166666667,95.40625,25.755208333333332,75.65197916666666,2023-06-30
Attock,48.9296875,27.489583333333332,340.28125,11.917187499999999,2.8828125,104.171875,27.041666666666668,66.97807291666668,2023-07-01
Attock,47.88125,26.332291666666666,361.3958333333333,12.821354166666667,2.74375,100.63541666666667,28.875,68.39783854166667,2023-07-02
Attock,56.9859375,30.764062499999998,358.2864583333333,12.409374999999999,4.174479166666667,100.6875,36.161458333333336,71.92182291666667,2023-07-03
Attock,61.33385416666667,35.833333333333336,299.640625,7.625,6.734375,115.46354166666667,29.192708333333332,69.07903645833333,2023-07-04
Attock,37.62135416666667,23.6046875,371.6614583333333,15.234375,4.908333333333333,98.63020833333333,13.901041666666666,65.80671875,2023-07-05
Attock,75.98645833333333,41.16614583333333,368.1927083333333,12.172395833333333,5.2203124999999995,120.171875,55.609375,83.25296875000001,2023-07-06
