District,Time,AQI,PM10,PM2.5,Carbon_Monoxide,Nitrogen_Dioxide,Sulphur_Dioxide,Ozone,Dust
Chiniot,2024-11-06 02:00,280.905,225.4,143.9,1858.0,40.5,15.3,33.0,17.0
Chiniot,2024-11-06 03:00,274.72,228.2,146.2,1782.0,47.2,16.0,39.0,20.0
Chiniot,2024-11-06 04:00,247.84000000000003,220.7,142.0,1503.0,40.4,18.1,75.0,26.0
Chiniot,2024-11-06 05:00,219.995,220.3,138.3,1141.0,26.7,22.4,135.0,33.0
Chiniot,2024-11-06 06:00,197.41,214.2,131.3,922.0,15.5,25.7,183.0,37.0
Chiniot,2024-11-06 07:00,181.015,197.0,119.2,805.0,7.9,24.5,202.0,37.0
Chiniot,2024-11-06 08:00,170.555,183.0,110.6,738.0,2.7,21.1,208.0,34.0
Chiniot,2024-11-06 09:00,166.87500000000006,172.8,104.3,731.0,5.9,19.9,203.0,31.0
Chiniot,2024-11-06 10:00,170.68,167.6,100.6,789.0,22.4,19.2,181.0,30.0
Chiniot,2024-11-06 11:00,182.865,168.6,101.7,907.0,47.2,18.6,154.0,29.0
Chiniot,2024-11-06 12:00,209.1,191.4,117.8,1074.0,71.0,18.5,125.0,28.0
Chiniot,2024-11-06 13:00,244.57,216.5,135.5,1323.0,94.0,19.2,92.0,27.0
Chiniot,2024-11-06 14:00,282.10499999999996,234.2,148.5,1623.0,116.0,20.3,58.0,26.0
Chiniot,2024-11-06 15:00,309.46,242.1,155.1,1867.0,127.7,20.8,32.0,25.0
Chiniot,2024-11-06 16:00,323.44,247.7,159.3,2020.0,123.1,20.0,22.0,24.0
Chiniot,2024-11-06 17:00,329.35,247.7,159.3,2119.0,108.1,18.6,30.0,22.0
Chiniot,2024-11-06 18:00,327.725,242.1,155.5,2167.0,91.4,17.4,40.0,21.0
Chiniot,2024-11-06 19:00,320.2800000000001,233.3,149.5,2162.0,73.8,16.6,45.0,21.0
Chiniot,2024-11-06 20:00,309.9100000000001,225.4,143.9,2108.0,54.5,16.1,50.0,22.0
Chiniot,2024-11-06 21:00,296.9700000000001,213.7,136.4,2016.0,42.4,15.8,53.0,22.0
Chiniot,2024-11-06 22:00,278.64,205.8,131.3,1862.0,32.9,15.9,55.0,21.0
Chiniot,2024-11-06 23:00,257.35,199.8,127.6,1671.0,24.8,16.2,56.0,20.0
Dera Ghazi Khan,2024-11-05 00:00,140.39000000000001,125.7,78.7,1065.0,16.0,47.6,110.0,15.0
Dera Ghazi Khan,2024-11-05 01:00,138.84,126.7,79.2,1007.0,16.3,48.6,111.0,15.0
Dera Ghazi Khan,2024-11-05 02:00,138.225,129.9,81.5,902.0,16.6,49.8,112.0,14.0
Dera Ghazi Khan,2024-11-05 03:00,137.85,133.6,83.8,797.0,17.3,50.5,115.0,15.0
Dera Ghazi Khan,2024-11-05 04:00,139.01000000000002,140.6,87.3,770.0,14.6,51.8,122.0,18.0
Dera Ghazi Khan,2024-11-05 05:00,149.08500000000004,144.8,89.9,784.0,9.6,51.1,131.0,26.0
Dera Ghazi Khan,2024-11-05 06:00,149.40000000000003,143.0,87.8,770.0,7.0,48.3,147.0,32.0
Dera Ghazi Khan,2024-11-05 07:00,141.88,137.8,82.0,703.0,5.9,45.0,163.0,35.0
Dera Ghazi Khan,2024-11-05 08:00,130.935,131.3,76.6,609.0,5.2,41.2,177.0,36.0
Dera Ghazi Khan,2024-11-05 09:00,128.815,124.8,71.9,597.0,5.2,38.8,183.0,36.0
Dera Ghazi Khan,2024-11-05 10:00,132.085,120.1,68.5,654.0,6.2,38.6,180.0,36.0
Dera Ghazi Khan,2024-11-05 11:00,138.01000000000002,116.4,65.9,738.0,8.8,39.9,170.0,35.0
Dera Ghazi Khan,2024-11-05 12:00,149.62499999999997,125.7,73.3,802.0,14.2,39.3,167.0,31.0
Dera Ghazi Khan,2024-11-05 13:00,153.76500000000001,133.6,79.2,820.0,19.3,43.6,161.0,30.0
Dera Ghazi Khan,2024-11-05 14:00,178.85500000000002,141.6,87.3,1111.0,26.2,49.4,152.0,29.0
Dera Ghazi Khan,2024-11-05 15:00,193.24,147.6,92.2,1254.0,30.4,53.1,143.0,28.0
Dera Ghazi Khan,2024-11-05 16:00,179.17,146.2,91.5,1123.0,29.6,52.7,132.0,26.0
Dera Ghazi Khan,2024-11-05 17:00,193.30999999999997,145.8,89.4,1281.0,26.1,50.2,120.0,24.0
Dera Ghazi Khan,2024-11-05 18:00,197.64499999999998,141.1,86.6,1333.0,22.2,47.9,111.0,21.0
Dera Ghazi Khan,2024-11-05 19:00,196.42000000000004,135.5,83.4,1307.0,18.3,46.5,107.0,18.0
Dera Ghazi Khan,2024-11-05 20:00,189.42499999999998,132.7,82.2,1267.0,14.0,45.4,105.0,17.0
Dera Ghazi Khan,2024-11-05 21:00,178.115,132.7,82.4,1176.0,12.6,44.7,104.0,16.0
Dera Ghazi Khan,2024-11-05 22:00,159.01500000000001,133.2,83.1,997.0,11.1,45.0,106.0,15.0
Dera Ghazi Khan,2024-11-05 23:00,138.175,134.6,83.8,765.0,9.7,45.8,111.0,14.0
Dera Ghazi Khan,2024-11-06 00:00,146.145,136.0,85.7,851.0,10.9,47.2,120.0,15.0
Dera Ghazi Khan,2024-11-06 01:00,149.41500000000002,136.9,85.9,887.0,11.5,44.3,118.0,14.0
Dera Ghazi Khan,2024-11-06 02:00,151.52,140.6,88.5,898.0,13.0,40.6,117.0,13.0
Dera Ghazi Khan,2024-11-06 03:00,153.485,146.2,91.7,889.0,13.4,40.7,119.0,13.0
Dera Ghazi Khan,2024-11-06 04:00,157.945,158.3,98.0,854.0,12.5,48.6,130.0,16.0
Dera Ghazi Khan,2024-11-06 05:00,162.085,171.4,104.3,831.0,14.7,60.2,145.0,23.0
Dera Ghazi Khan,2024-11-06 06:00,160.76,173.7,104.3,867.0,16.0,67.5,156.0,29.0
Dera Ghazi Khan,2024-11-06 07:00,155.09500000000003,162.1,95.7,824.0,14.6,66.1,166.0,30.0
Dera Ghazi Khan,2024-11-06 08:00,143.21500000000003,147.1,85.7,739.0,11.7,60.4,175.0,30.0
Dera Ghazi Khan,2024-11-06 09:00,131.88,136.9,80.3,661.0,9.7,55.0,181.0,29.0
Dera Ghazi Khan,2024-11-06 10:00,139.79500000000002,131.8,78.0,694.0,9.5,51.2,177.0,26.0
Dera Ghazi Khan,2024-11-06 11:00,157.98,128.1,76.4,896.0,10.0,47.8,177.0,22.0
Dera Ghazi Khan,2024-11-06 12:00,173.56999999999996,126.2,76.1,1081.0,11.5,45.4,179.0,19.0
Dera Ghazi Khan,2024-11-06 13:00,171.995,119.2,73.6,1118.0,13.0,45.2,166.0,16.0
Dera Ghazi Khan,2024-11-06 14:00,169.87,118.3,73.8,1144.0,14.2,46.1,149.0,13.0
Dera Ghazi Khan,2024-11-06 15:00,189.83499999999998,118.7,74.5,1328.0,15.1,45.5,137.0,11.0
Dera Ghazi Khan,2024-11-06 16:00,195.70999999999995,116.9,73.8,1395.0,15.5,41.8,129.0,12.0
Dera Ghazi Khan,2024-11-06 17:00,194.01500000000001,113.2,71.7,1424.0,15.6,39.8,122.0,13.0
Dera Ghazi Khan,2024-11-06 18:00,188.60500000000002,117.8,73.6,1420.0,15.5,36.9,116.0,14.0
Dera Ghazi Khan,2024-11-06 19:00,180.125,121.1,75.9,1322.0,15.8,32.1,110.0,14.0
Dera Ghazi Khan,2024-11-06 20:00,168.98499999999999,122.9,77.1,1180.0,16.9,26.1,104.0,14.0
Dera Ghazi Khan,2024-11-06 21:00,158.525,122.5,77.1,1082.0,17.1,23.2,100.0,13.0
Dera Ghazi Khan,2024-11-06 22:00,147.85500000000002,120.1,75.9,980.0,15.7,25.7,98.0,12.0
Dera Ghazi Khan,2024-11-06 23:00,136.24000000000004,119.2,75.2,949.0,13.8,30.4,96.0,12.0
Faisalabad,2024-11-05 00:00,147.83500000000004,149.9,92.4,793.0,10.8,9.6,68.0,15.0
Faisalabad,2024-11-05 01:00,164.94500000000002,150.4,93.6,979.0,14.1,9.8,65.0,15.0
Faisalabad,2024-11-05 02:00,194.12499999999997,152.3,95.5,1250.0,18.5,10.1,62.0,14.0
Faisalabad,2024-11-05 03:00,210.725,153.2,96.4,1390.0,20.6,10.7,68.0,15.0
Faisalabad,2024-11-05 04:00,202.525,156.0,96.6,1273.0,18.3,11.7,90.0,17.0
Faisalabad,2024-11-05 05:00,181.03500000000003,156.0,96.6,1026.0,13.7,12.9,121.0,20.0
Faisalabad,2024-11-05 06:00,161.60000000000002,155.1,94.5,809.0,9.7,14.8,145.0,23.0
Faisalabad,2024-11-05 07:00,144.465,148.5,88.5,652.0,6.3,15.7,164.0,26.0
Faisalabad,2024-11-05 08:00,128.53500000000003,138.8,81.0,526.0,3.5,16.0,177.0,30.0
Faisalabad,2024-11-05 09:00,124.96500000000002,134.6,78.0,506.0,3.7,15.9,179.0,32.0
Faisalabad,2024-11-05 10:00,138.47000000000003,132.7,77.1,654.0,8.5,15.4,168.0,30.0
Faisalabad,2024-11-05 11:00,162.88499999999996,132.7,77.1,909.0,16.3,14.6,147.0,28.0
Faisalabad,2024-11-05 12:00,207.37500000000003,178.3,106.6,1164.0,26.6,14.7,138.0,28.0
Faisalabad,2024-11-05 13:00,238.92499999999998,194.6,118.5,1420.0,33.4,14.7,125.0,25.0
Faisalabad,2024-11-05 14:00,267.56000000000006,204.9,127.1,1676.0,42.6,14.6,107.0,21.0
Faisalabad,2024-11-05 15:00,283.02,209.1,130.9,1825.0,47.8,14.7,92.0,18.0
Faisalabad,2024-11-05 16:00,280.30500000000006,213.7,134.6,1788.0,45.4,15.0,86.0,17.0
Faisalabad,2024-11-05 17:00,266.57000000000005,217.9,137.8,1642.0,39.1,15.4,90.0,16.0
Faisalabad,2024-11-05 18:00,255.0,219.3,138.8,1530.0,33.3,15.5,91.0,16.0
Faisalabad,2024-11-05 19:00,249.86500000000004,217.9,138.3,1562.0,29.5,15.0,88.0,16.0
Faisalabad,2024-11-05 20:00,273.43000000000006,217.9,137.8,1806.0,26.3,14.1,83.0,16.0
Faisalabad,2024-11-05 21:00,295.695,218.9,138.3,2038.0,23.9,13.4,78.0,17.0
Faisalabad,2024-11-05 22:00,319.12500000000006,220.7,139.2,2282.0,22.2,13.0,72.0,19.0
Faisalabad,2024-11-05 23:00,341.14500000000004,223.1,139.7,2513.0,21.2,12.6,66.0,21.0
Faisalabad,2024-11-06 00:00,343.005,201.2,128.1,2614.0,12.7,13.8,69.0,17.0
Faisalabad,2024-11-06 01:00,334.42,204.0,129.5,2526.0,17.1,13.4,62.0,21.0
Faisalabad,2024-11-06 02:00,318.60499999999996,210.9,134.6,2307.0,23.0,12.8,53.0,26.0
Faisalabad,2024-11-06 03:00,331.32,211.9,135.0,2348.0,25.3,13.0,60.0,32.0
Faisalabad,2024-11-06 04:00,300.8400000000001,207.2,130.4,2033.0,20.8,14.7,92.0,39.0
Faisalabad,2024-11-06 05:00,248.025,200.2,123.4,1494.0,12.7,17.7,137.0,46.0
Faisalabad,2024-11-06 06:00,202.885,188.1,113.9,1064.0,6.3,19.9,169.0,50.0
Faisalabad,2024-11-06 07:00,175.65,171.8,102.4,853.0,2.8,19.0,180.0,47.0
Faisalabad,2024-11-06 08:00,160.985,163.0,96.2,750.0,1.3,16.6,181.0,41.0
Faisalabad,2024-11-06 09:00,157.51500000000001,154.6,91.3,756.0,2.2,14.5,175.0,35.0
Faisalabad,2024-11-06 10:00,167.82499999999996,149.0,87.8,890.0,6.6,13.1,162.0,32.0
Faisalabad,2024-11-06 11:00,189.80499999999998,145.8,85.9,1132.0,14.0,12.2,141.0,30.0
Faisalabad,2024-11-06 12:00,223.285,155.1,93.4,1431.0,26.2,11.8,123.0,30.0
Faisalabad,2024-11-06 13:00,275.285,177.0,108.5,1857.0,48.8,12.4,104.0,29.0
Faisalabad,2024-11-06 14:00,334.64500000000004,202.1,126.2,2339.0,76.0,14.2,85.0,29.0
Faisalabad,2024-11-06 15:00,368.09499999999997,216.5,137.4,2609.0,92.6,15.3,68.0,27.0
Faisalabad,2024-11-06 16:00,354.71999999999997,214.2,136.9,2490.0,89.9,15.1,60.0,24.0
Faisalabad,2024-11-06 17:00,317.705,207.2,132.7,2159.0,76.6,15.1,59.0,23.0
Faisalabad,2024-11-06 18:00,285.075,200.2,128.5,1874.0,62.6,15.3,59.0,21.0
Faisalabad,2024-11-06 19:00,267.39500000000004,193.2,123.4,1742.0,50.3,15.4,60.0,19.0
Faisalabad,2024-11-06 20:00,255.22500000000002,188.1,119.7,1657.0,37.5,15.3,62.0,18.0
Faisalabad,2024-11-06 21:00,241.10999999999999,181.6,115.7,1555.0,27.1,15.1,64.0,17.0
Faisalabad,2024-11-06 22:00,221.61499999999998,175.6,111.3,1394.0,20.4,14.7,64.0,16.0
Faisalabad,2024-11-06 23:00,201.075,170.4,107.8,1216.0,16.1,14.1,64.0,15.0
Gujranwala,2024-11-05 00:00,178.82999999999998,149.5,97.6,1286.0,14.6,11.5,49.0,7.0
Gujranwala,2024-11-05 01:00,175.89000000000001,137.4,90.6,1277.0,15.2,11.2,49.0,6.0
Gujranwala,2024-11-05 02:00,173.64000000000001,132.2,87.8,1248.0,16.5,10.9,51.0,6.0
Gujranwala,2024-11-05 03:00,171.07500000000002,129.9,85.4,1191.0,16.4,11.7,65.0,6.0
Gujranwala,2024-11-05 04:00,169.085,128.1,83.6,1089.0,13.7,14.8,103.0,8.0
Gujranwala,2024-11-05 05:00,170.415,135.0,85.9,959.0,9.6,21.5,154.0,14.0
Gujranwala,2024-11-05 06:00,173.92,162.5,100.8,842.0,6.3,27.0,193.0,19.0
Gujranwala,2024-11-05 07:00,172.27500000000006,179.3,109.4,741.0,4.4,30.2,212.0,23.0
Gujranwala,2024-11-05 08:00,165.295,182.5,110.4,653.0,3.1,32.2,218.0,26.0
Gujranwala,2024-11-05 09:00,157.77,174.2,105.2,612.0,3.6,32.8,215.0,28.0
Gujranwala,2024-11-05 10:00,157.84,166.7,100.6,651.0,7.0,31.3,204.0,27.0
Gujranwala,2024-11-05 11:00,167.98999999999998,163.9,99.9,779.0,12.2,28.5,186.0,25.0
Gujranwala,2024-11-05 12:00,194.57000000000002,199.3,122.5,906.0,17.4,25.6,171.0,26.0
Gujranwala,2024-11-05 13:00,211.01500000000001,212.3,131.8,1030.0,22.2,25.1,149.0,25.0
Gujranwala,2024-11-05 14:00,227.35000000000002,226.8,142.0,1154.0,28.8,24.3,117.0,26.0
Gujranwala,2024-11-05 15:00,238.08500000000004,239.3,150.9,1230.0,33.9,23.0,89.0,25.0
Gujranwala,2024-11-05 16:00,238.54500000000004,244.9,156.0,1227.0,36.4,21.1,72.0,23.0
Gujranwala,2024-11-05 17:00,241.49,244.0,156.0,1278.0,37.4,18.8,61.0,20.0
Gujranwala,2024-11-05 18:00,237.13000000000002,231.4,149.0,1300.0,37.2,16.5,54.0,18.0
Gujranwala,2024-11-05 19:00,226.06,214.2,138.3,1273.0,35.5,14.1,49.0,16.0
Gujranwala,2024-11-05 20:00,219.18499999999997,199.8,129.5,1274.0,32.6,11.7,47.0,14.0
Gujranwala,2024-11-05 21:00,219.685,189.1,122.5,1331.0,30.1,10.2,45.0,13.0
Gujranwala,2024-11-05 22:00,221.325,182.5,117.6,1377.0,28.6,10.1,41.0,14.0
Gujranwala,2024-11-05 23:00,224.93000000000006,181.1,116.2,1417.0,27.5,10.8,38.0,16.0
Gujranwala,2024-11-06 00:00,224.72000000000003,174.6,112.5,1449.0,26.9,10.1,44.0,13.0
Gujranwala,2024-11-06 01:00,232.085,182.5,117.8,1499.0,27.6,9.6,38.0,11.0
Gujranwala,2024-11-06 02:00,237.895,187.7,122.0,1543.0,28.4,9.2,32.0,9.0
Gujranwala,2024-11-06 03:00,233.68,183.5,122.5,1501.0,26.8,10.3,42.0,9.0
Gujranwala,2024-11-06 04:00,219.59499999999997,188.6,123.4,1300.0,20.7,14.3,84.0,12.0
Gujranwala,2024-11-06 05:00,198.26000000000002,192.3,123.4,1015.0,12.8,19.9,143.0,18.0
Gujranwala,2024-11-06 06:00,183.08999999999997,200.2,126.2,791.0,8.1,24.6,190.0,23.0
Gujranwala,2024-11-06 07:00,175.015,204.4,125.7,688.0,5.2,27.8,213.0,25.0
Gujranwala,2024-11-06 08:00,165.82,196.5,120.1,651.0,3.4,30.1,224.0,25.0
Gujranwala,2024-11-06 09:00,164.1,189.1,115.7,661.0,3.6,31.1,225.0,25.0
Gujranwala,2024-11-06 10:00,161.23499999999999,182.1,111.8,688.0,5.8,29.9,216.0,24.0
Gujranwala,2024-11-06 11:00,159.03,177.0,109.0,744.0,10.0,27.3,197.0,22.0
Gujranwala,2024-11-06 12:00,166.555,180.2,112.0,834.0,16.5,25.2,173.0,20.0
Gujranwala,2024-11-06 13:00,187.13500000000002,192.8,120.1,986.0,28.1,24.7,141.0,20.0
Gujranwala,2024-11-06 14:00,212.24499999999998,206.3,129.9,1172.0,42.1,24.7,105.0,20.0
Gujranwala,2024-11-06 15:00,232.015,215.1,136.4,1309.0,51.0,24.1,76.0,20.0
Gujranwala,2024-11-06 16:00,237.025,211.4,135.5,1365.0,51.1,22.3,62.0,17.0
Gujranwala,2024-11-06 17:00,232.245,205.4,131.8,1371.0,46.0,20.0,55.0,14.0
Gujranwala,2024-11-06 18:00,224.025,197.0,127.1,1340.0,39.4,18.0,53.0,11.0
Gujranwala,2024-11-06 19:00,224.76999999999995,186.7,121.1,1396.0,31.0,16.6,55.0,9.0
Gujranwala,2024-11-06 20:00,231.26000000000002,178.3,115.5,1499.0,20.9,15.4,61.0,8.0
Gujranwala,2024-11-06 21:00,232.37500000000003,170.4,110.4,1537.0,15.7,14.4,65.0,7.0
Gujranwala,2024-11-06 22:00,220.985,162.5,105.5,1453.0,13.5,13.4,64.0,6.0
Gujranwala,2024-11-06 23:00,202.82000000000002,154.1,101.7,1303.0,12.4,12.6,61.0,6.0
Gujrat,2024-11-05 00:00,93.72999999999999,45.1,31.0,668.0,10.3,6.1,60.0,1.0
Gujrat,2024-11-05 01:00,94.58000000000001,45.5,31.3,676.0,10.5,6.0,59.0,1.0
Gujrat,2024-11-05 02:00,96.87500000000001,50.6,34.8,678.0,10.6,6.1,59.0,1.0
Gujrat,2024-11-05 03:00,99.58000000000001,55.8,38.1,672.0,10.0,7.3,70.0,2.0
Gujrat,2024-11-05 04:00,105.17500000000003,65.4,43.8,656.0,7.8,10.6,101.0,4.0
Gujrat,2024-11-05 05:00,115.24000000000001,85.4,55.6,633.0,4.9,15.1,142.0,7.0
Gujrat,2024-11-05 06:00,125.34,107.8,68.2,612.0,2.8,18.7,176.0,11.0
Gujrat,2024-11-05 07:00,133.355,129.9,80.6,590.0,2.0,20.8,190.0,15.0
Gujrat,2024-11-05 08:00,137.255,143.4,88.0,570.0,1.7,22.0,192.0,19.0
Gujrat,2024-11-05 09:00,139.035,148.5,90.6,567.0,2.0,22.6,190.0,22.0
Gujrat,2024-11-05 10:00,140.46,149.0,90.6,608.0,3.5,22.6,187.0,23.0
Gujrat,2024-11-05 11:00,144.12,149.5,90.8,674.0,5.8,21.9,179.0,23.0
Gujrat,2024-11-05 12:00,156.475,171.4,106.2,733.0,7.6,17.1,158.0,20.0
Gujrat,2024-11-05 13:00,171.47,179.3,111.5,802.0,11.8,16.9,145.0,20.0
Gujrat,2024-11-05 14:00,188.35000000000002,184.4,115.3,961.0,17.6,16.6,128.0,21.0
Gujrat,2024-11-05 15:00,198.44000000000003,185.8,116.9,1070.0,22.0,15.9,110.0,20.0
Gujrat,2024-11-05 16:00,198.19,183.0,115.5,1095.0,23.9,14.5,93.0,18.0
Gujrat,2024-11-05 17:00,191.06500000000003,176.0,111.5,1071.0,24.4,12.6,75.0,15.0
Gujrat,2024-11-05 18:00,179.22,161.6,103.1,1026.0,23.8,11.2,61.0,12.0
Gujrat,2024-11-05 19:00,164.10500000000002,145.8,93.1,950.0,21.7,10.4,54.0,11.0
Gujrat,2024-11-05 20:00,148.54500000000002,133.6,85.2,852.0,18.5,9.5,56.0,10.0
Gujrat,2024-11-05 21:00,138.695,126.2,80.1,790.0,15.7,9.0,59.0,10.0
Gujrat,2024-11-05 22:00,136.43500000000003,122.5,76.8,787.0,15.0,8.9,63.0,11.0
Gujrat,2024-11-05 23:00,138.935,120.6,75.4,819.0,15.1,9.0,67.0,13.0
Gujrat,2024-11-06 00:00,147.97,126.7,78.2,879.0,14.7,9.6,69.0,15.0
Gujrat,2024-11-06 01:00,159.37,127.6,78.7,1000.0,13.9,8.6,58.0,13.0
Gujrat,2024-11-06 02:00,173.04500000000002,125.3,81.0,1149.0,13.3,7.4,45.0,11.0
Gujrat,2024-11-06 03:00,179.58500000000004,124.8,82.0,1209.0,13.1,7.8,48.0,10.0
Gujrat,2024-11-06 04:00,173.755,128.1,83.6,1101.0,10.3,11.4,83.0,13.0
Gujrat,2024-11-06 05:00,169.955,159.3,99.9,905.0,6.3,16.5,135.0,18.0
Gujrat,2024-11-06 06:00,162.645,175.6,109.2,749.0,3.2,20.3,175.0,21.0
Gujrat,2024-11-06 07:00,156.58999999999997,176.0,109.7,686.0,1.9,21.3,191.0,20.0
Gujrat,2024-11-06 08:00,154.40500000000003,168.1,105.0,663.0,1.6,20.9,194.0,18.0
Gujrat,2024-11-06 09:00,152.01000000000002,156.9,98.5,658.0,2.0,20.1,192.0,17.0
Gujrat,2024-11-06 10:00,151.375,149.0,93.8,690.0,3.1,19.1,185.0,16.0
Gujrat,2024-11-06 11:00,153.28500000000003,144.8,91.3,737.0,5.0,17.6,173.0,15.0
Gujrat,2024-11-06 12:00,159.565,147.6,93.4,801.0,7.7,16.6,157.0,14.0
Gujrat,2024-11-06 13:00,170.835,153.2,97.3,904.0,12.2,16.3,139.0,13.0
Gujrat,2024-11-06 14:00,183.39000000000001,158.3,101.5,1023.0,17.6,16.5,120.0,13.0
Gujrat,2024-11-06 15:00,190.2,159.7,103.1,1097.0,21.0,16.5,103.0,12.0
Gujrat,2024-11-06 16:00,187.745,157.9,102.2,1093.0,21.0,16.2,92.0,10.0
Gujrat,2024-11-06 17:00,180.98000000000005,156.5,101.3,1113.0,19.0,15.8,85.0,8.0
Gujrat,2024-11-06 18:00,177.38500000000005,154.1,99.4,1101.0,17.0,15.5,81.0,8.0
Gujrat,2024-11-06 19:00,169.32000000000002,150.9,97.1,1038.0,15.4,15.3,81.0,9.0
Gujrat,2024-11-06 20:00,162.77500000000003,149.5,95.7,943.0,13.7,15.2,83.0,10.0
Gujrat,2024-11-06 21:00,160.32500000000005,150.4,95.7,876.0,12.2,15.2,85.0,11.0
Gujrat,2024-11-06 22:00,161.24,152.3,96.9,867.0,10.8,15.2,86.0,12.0
Gujrat,2024-11-06 23:00,163.585,153.7,97.8,887.0,9.6,15.2,87.0,13.0
Hafizabad,2024-11-05 00:00,202.71500000000006,192.8,122.0,1149.0,18.5,12.4,45.0,17.0
Hafizabad,2024-11-05 01:00,199.565,190.0,121.1,1128.0,19.4,12.3,41.0,15.0
Hafizabad,2024-11-05 02:00,195.78000000000003,191.9,122.9,1081.0,23.8,12.4,40.0,13.0
Hafizabad,2024-11-05 03:00,201.395,195.1,125.3,1110.0,25.6,13.3,53.0,13.0
Hafizabad,2024-11-05 04:00,204.05000000000004,200.7,128.1,1076.0,21.8,16.1,94.0,16.0
Hafizabad,2024-11-05 05:00,203.02,204.0,127.6,1008.0,15.1,19.8,149.0,21.0
Hafizabad,2024-11-05 06:00,197.76,200.2,124.8,930.0,9.6,22.2,190.0,25.0
Hafizabad,2024-11-05 07:00,183.755,190.9,116.2,829.0,5.7,22.2,205.0,29.0
Hafizabad,2024-11-05 08:00,167.08499999999998,177.4,106.2,735.0,3.2,21.0,206.0,32.0
Hafizabad,2024-11-05 09:00,159.34,172.8,102.4,688.0,4.9,19.9,201.0,34.0
Hafizabad,2024-11-05 10:00,164.48999999999998,170.9,101.3,725.0,13.5,19.2,191.0,32.0
Hafizabad,2024-11-05 11:00,175.21999999999997,168.1,100.6,849.0,26.5,18.5,174.0,29.0
Hafizabad,2024-11-05 12:00,203.76000000000002,212.8,128.5,953.0,40.2,23.0,160.0,33.0
Hafizabad,2024-11-05 13:00,215.815,229.6,140.2,1025.0,45.7,22.7,139.0,31.0
Hafizabad,2024-11-05 14:00,234.635,242.1,149.9,1177.0,53.1,22.3,109.0,28.0
Hafizabad,2024-11-05 15:00,245.41500000000002,245.9,154.6,1283.0,56.6,21.6,85.0,26.0
Hafizabad,2024-11-05 16:00,247.495,248.7,156.9,1306.0,52.9,20.4,73.0,24.0
Hafizabad,2024-11-05 17:00,244.085,248.7,157.4,1283.0,45.4,19.0,68.0,22.0
Hafizabad,2024-11-05 18:00,239.26500000000001,244.9,155.1,1347.0,38.2,17.6,63.0,21.0
Hafizabad,2024-11-05 19:00,233.80500000000004,238.4,150.9,1297.0,32.4,16.4,58.0,21.0
Hafizabad,2024-11-05 20:00,229.37000000000003,233.8,147.1,1233.0,26.9,15.3,53.0,21.0
Hafizabad,2024-11-05 21:00,224.85500000000002,229.1,143.9,1216.0,22.9,14.5,49.0,22.0
Hafizabad,2024-11-05 22:00,219.125,224.9,141.1,1219.0,20.5,14.0,44.0,23.0
Hafizabad,2024-11-05 23:00,225.59,224.0,139.7,1299.0,19.5,13.8,39.0,24.0
Hafizabad,2024-11-06 00:00,223.86,198.4,125.7,1356.0,13.7,12.8,52.0,16.0
Hafizabad,2024-11-06 01:00,228.66500000000002,206.3,130.9,1387.0,20.3,12.0,43.0,16.0
Hafizabad,2024-11-06 02:00,234.38000000000002,219.8,140.2,1396.0,30.1,11.4,33.0,16.0
Hafizabad,2024-11-06 03:00,234.16500000000002,221.7,143.9,1338.0,34.7,12.6,40.0,17.0
Hafizabad,2024-11-06 04:00,226.52,220.7,142.0,1217.0,29.1,16.8,80.0,20.0
Hafizabad,2024-11-06 05:00,212.88500000000002,220.3,138.3,1035.0,18.3,22.4,137.0,25.0
Hafizabad,2024-11-06 06:00,198.68500000000003,214.2,131.3,886.0,9.6,25.7,183.0,28.0
Hafizabad,2024-11-06 07:00,183.80500000000004,197.0,119.2,800.0,4.7,24.5,202.0,28.0
Hafizabad,2024-11-06 08:00,172.36000000000004,185.3,112.0,747.0,2.0,21.1,205.0,27.0
Hafizabad,2024-11-06 09:00,166.18000000000004,175.6,106.6,734.0,3.9,18.2,198.0,26.0
Hafizabad,2024-11-06 10:00,168.83999999999997,170.9,103.8,776.0,12.5,16.9,187.0,25.0
Hafizabad,2024-11-06 11:00,178.38,167.6,102.7,890.0,25.7,16.1,171.0,23.0
Hafizabad,2024-11-06 12:00,195.23999999999998,179.7,111.3,1026.0,40.2,15.8,152.0,22.0
Hafizabad,2024-11-06 13:00,218.08000000000004,203.0,127.6,1203.0,57.3,16.2,128.0,22.0
Hafizabad,2024-11-06 14:00,244.81500000000003,226.3,143.4,1402.0,75.6,17.0,101.0,23.0
Hafizabad,2024-11-06 15:00,272.125,242.1,155.1,1542.0,87.5,17.5,78.0,23.0
Hafizabad,2024-11-06 16:00,296.475,247.7,159.3,1763.0,89.3,17.3,61.0,22.0
Hafizabad,2024-11-06 17:00,318.26500000000004,247.7,159.3,1990.0,84.7,16.6,49.0,21.0
Hafizabad,2024-11-06 18:00,329.89,242.1,155.5,2140.0,77.4,15.8,41.0,20.0
Hafizabad,2024-11-06 19:00,327.775,233.3,149.5,2171.0,67.1,14.6,39.0,19.0
Hafizabad,2024-11-06 20:00,317.885,225.4,143.9,2123.0,54.0,14.1,41.0,19.0
Hafizabad,2024-11-06 21:00,303.305,213.7,136.4,2040.0,42.4,14.1,43.0,18.0
Hafizabad,2024-11-06 22:00,285.77000000000004,205.8,131.3,1908.0,32.9,14.6,44.0,17.0
